custid,retained,Days between creation and first order,Days since last order,esent,eopenrate,eclickrate,avgorder,ordfreq,paperless,refill,doorstep,favday,city,train,created,firstorder,lastorder,,,, 
GQYT2N,0,65,918,0,0,0,52.02,0,0,0,0,Wednesday,RIC,0,5/13/11,7/17/11,7/17/11,,,,
8K3HH2,1,2,523,47,6.382978723,0,86.38,0.045851528,1,0,0,Friday,RIC,0,5/13/11,5/15/11,8/15/12,,,,
GD9AUN,0,76,817,18,33.33333333,0,58.68,0,0,0,0,Thursday,CHO,0,8/11/11,10/26/11,10/26/11,,,,
4TJBZF,1,3,980,45,4.444444444,0,51.24,0,0,0,0,Tuesday,RIC,0,5/13/11,5/16/11,5/16/11,,,,
FMCQL6,0,0,1449,0,0,0,27.66,0,0,0,0,Wednesday,CHO,0,2/1/10,2/1/10,2/1/10,,,,
EH3RW2,1,0,839,16,0,0,25.38,0,0,0,0,Wednesday,CHO,0,10/4/11,10/4/11,10/4/11,,,,
4DDC4G,1,0,692,16,0,0,91.02,0.333333333,0,0,0,Wednesday,RIC,0,2/22/12,2/22/12,2/28/12,,,,
27J24C,1,402,108,40,65,7.5,40,0,0,0,0,Saturday,DCX,0,8/28/12,10/4/13,10/4/13,,,,
P7JS8Y,1,566,92,35,0,0,231.98,0,0,0,0,Monday,CHO,0,4/2/12,10/20/13,10/20/13,,,,
9SLA3X,1,68,397,36,69.44444444,2.777777778,70.79,0,0,0,0,Friday,RIC,0,10/12/12,12/19/12,12/19/12,,,,
ZR3252,0,2,1293,0,0,0,64.56,0.2,0,0,0,Wednesday,CHO,0,6/15/10,6/17/10,7/7/10,,,,
EV4Y2A,1,7,972,16,0,0,51.26,0,0,0,0,Thursday,RIC,0,5/17/11,5/24/11,5/24/11,,,,
7M6VAM,0,187,501,0,0,0,100.99,0.015604681,1,0,0,Friday,CHO,0,1/24/10,7/30/10,9/6/12,,,,
P7SWGA,1,1,977,45,4.444444444,0,54.47,0,0,0,0,Friday,RIC,0,5/18/11,5/19/11,5/19/11,,,,
CT2QUT,1,324,176,43,2.325581395,0,110.88,0.2,0,0,0,Monday,DCX,0,8/28/12,7/18/13,7/28/13,,,,
GYFJV2,1,-7,517,45,0,0,71.29,0,0,0,0,Thursday,DCX,0,8/28/12,8/21/12,8/21/12,,,,
CAA6B6,1,142,91,43,2.325581395,2.325581395,52.55,0,1,0,0,Tuesday,DCX,0,6/1/13,10/21/13,10/21/13,,,,
RNPQJD,1,2,669,45,11.11111111,4.444444444,31.19,0,0,0,0,Thursday,CHO,0,3/20/12,3/22/12,3/22/12,,,,
QAAQ4J,0,17,867,0,0,0,44.43,0.090909091,0,0,0,Thursday,RIC,0,7/29/11,8/15/11,9/6/11,,,,
RJ4BNN,1,351,30,41,65.85365854,9.756097561,31.17,0.1,0,0,0,Thursday,DCX,0,12/5/12,11/21/13,12/21/13,,,,
PNH5AJ,1,9,973,43,9.302325581,2.325581395,51.91,0,0,0,0,Tuesday,RIC,0,5/14/11,5/23/11,5/23/11,,,,
EDRTKX,1,-39,480,38,0,0,81.89,0.086956522,0,0,0,Sunday,DCX,0,8/28/12,7/20/12,9/27/12,,,,
ENWAJP,1,0,911,40,27.5,5,45,0.048780488,0,0,0,Tuesday,RIC,0,6/13/11,6/13/11,7/24/11,,,,
F9JNAY,1,11,851,40,30,0,93.77,0.034482759,0,0,0,Thursday,CHO,0,7/15/11,7/26/11,9/22/11,,,,
NB98X2,1,-33,543,34,17.64705882,0,48,0,0,0,0,Sunday,BWI,0,8/28/12,7/26/12,7/26/12,,,,
4LSVPE,0,89,1442,0,0,0,28.96,0,0,0,0,Monday,CHO,0,11/11/09,2/8/10,2/8/10,,,,
6PPFYH,0,18,195,25,4,0,47.2,0,1,0,0,Thursday,CHO,0,6/21/13,7/9/13,7/9/13,,,,
CP2UN7,1,0,1786,16,0,0,20.22,0,0,0,0,Wednesday,CHO,0,3/1/09,3/1/09,3/1/09,,,,
MJAT7U,1,0,946,45,2.222222222,0,66.73,0,0,0,0,Wednesday,RIC,0,6/19/11,6/19/11,6/19/11,,,,
J4UPZR,1,12,174,41,39.02439024,9.756097561,54.35,0.25,1,0,0,Wednesday,DCX,0,7/10/13,7/22/13,7/30/13,,,,
SWZVTB,0,0,194,16,56.25,6.25,41,0,1,0,0,Thursday,DCX,0,7/10/13,7/10/13,7/10/13,,,,
62H2YK,1,40,154,41,0,0,110.15,0,1,0,0,Wednesday,CHO,0,7/10/13,8/19/13,8/19/13,,,,
J4P83V,0,0,161,0,0,0,111.53,0.060606061,1,0,0,Thursday,CHO,0,7/10/13,7/10/13,8/12/13,,,,
7RBAM2,1,0,6,56,8.928571429,0,52.39,0.131578947,1,0,0,Wednesday,RIC,0,7/8/13,7/8/13,1/14/14,,,,
7UKP83,1,0,195,45,2.222222222,0,60,0,1,0,0,Wednesday,DCX,0,7/9/13,7/9/13,7/9/13,,,,
GTK64E,1,65,64,32,56.25,18.75,42.73,0.061538462,1,0,0,Monday,RIC,0,7/10/13,9/13/13,11/17/13,,,,
DL8KQ9,1,182,14,53,62.26415094,20.75471698,225.97,0,1,0,1,Tuesday,DCX,0,7/8/13,1/6/14,1/6/14,,,,
H4BVTZ,1,0,196,45,0,0,72.47,0,1,0,0,Thursday,CHO,0,7/8/13,7/8/13,7/8/13,,,,
LDQVBV,1,5,190,44,0,0,94.21,0,1,0,0,Monday,RIC,0,7/9/13,7/14/13,7/14/13,,,,
WGHSPJ,1,75,1,45,15.55555556,4.444444444,53.39,0.058333333,1,0,0,Thursday,CHO,0,7/8/13,9/21/13,1/19/14,,,,
WMGJLX,1,35,196,45,0,0,51.09,0,1,0,0,Thursday,RIC,0,6/3/13,7/8/13,7/8/13,,,,
4LGLK7,1,0,195,42,7.142857143,0,145.13,0,1,0,0,Wednesday,DCX,0,7/9/13,7/9/13,7/9/13,,,,
DV7R7W,1,2,64,45,55.55555556,6.666666667,61.82,0.023076923,1,0,0,Monday,RIC,0,7/8/13,7/10/13,11/17/13,,,,
H5W6ZZ,1,7,166,47,10.63829787,0,88.59,0.103448276,1,1,0,Thursday,BWI,0,7/2/13,7/9/13,8/7/13,,,,
9V6AG9,1,1,195,45,0,0,51.7,0,1,0,0,Wednesday,DCX,0,7/8/13,7/9/13,7/9/13,,,,
4MXM5X,1,8,196,45,2.222222222,2.222222222,53.27,0,1,0,0,Wednesday,DCX,0,6/30/13,7/8/13,7/8/13,,,,
BMLKSE,1,0,193,45,0,0,165.01,0,1,0,0,Friday,RIC,0,7/11/13,7/11/13,7/11/13,,,,
VP9VLS,1,0,169,43,30.23255814,0,38.27,0.111111111,1,0,0,Monday,DCX,0,7/8/13,7/8/13,8/4/13,,,,
MA4QJ5,1,22,61,51,1.960784314,1.960784314,35.47,0.045112782,1,0,0,Thursday,RIC,0,6/18/13,7/10/13,11/20/13,,,,
H6LVLJ,1,0,99,42,19.04761905,0,67.58,0.087301587,1,0,0,Monday,CHO,0,6/9/13,6/9/13,10/13/13,,,,
CT4JDM,1,0,195,44,11.36363636,2.272727273,81.31,0,1,0,0,Thursday,RIC,0,7/9/13,7/9/13,7/9/13,,,,
2WUX23,1,18,19,43,11.62790698,2.325581395,144.11,0.066666667,1,1,1,Thursday,CHO,0,10/15/13,11/2/13,1/1/14,,,,
3F363L,1,0,108,45,0,0,40.02,0,1,0,0,Monday,CHO,0,10/4/13,10/4/13,10/4/13,,,,
NTAJST,1,3,60,47,2.127659574,0,40.02,0,1,0,0,Friday,CHO,0,11/18/13,11/21/13,11/21/13,,,,
M8XV8M,1,21,9,30,53.33333333,10,93.97,0,1,0,0,Monday,RIC,0,12/21/13,1/11/14,1/11/14,,,,
GLSAPQ,1,63,8,56,33.92857143,0,69.48,0.18429003,1,0,0,Monday,RIC,0,12/14/12,2/15/13,1/12/14,,,,
ZZNP39,1,33,154,43,2.325581395,0,79.41,0.285714286,1,0,0,Wednesday,CHO,0,7/10/13,8/12/13,8/19/13,,,,
E48U46,0,22,98,40,27.5,10,34.39,0.027027027,1,0,0,Friday,CHO,0,7/10/13,8/1/13,10/14/13,,,,
FGMJED,1,40,153,27,92.59259259,11.11111111,31.7,0,1,0,0,Tuesday,RIC,0,7/11/13,8/20/13,8/20/13,,,,
W8LJUZ,1,0,192,44,0,0,53.55,0,1,0,0,Monday,RIC,0,7/12/13,7/12/13,7/12/13,,,,
X9JFTR,1,176,8,48,6.25,2.083333333,79.66,0.25,1,1,1,Monday,DCX,0,7/12/13,1/4/14,1/12/14,,,,
WHLE7F,1,1,191,42,4.761904762,2.380952381,80.78,0,1,0,0,Monday,RIC,0,7/12/13,7/13/13,7/13/13,,,,
P7Q4QZ,0,2,190,12,58.33333333,0,35.75,0,1,0,0,Monday,CHO,0,7/12/13,7/14/13,7/14/13,,,,
QQARU4,0,22,160,27,96.2962963,0,94.93,0.222222222,1,0,0,Wednesday,RIC,0,7/13/13,8/4/13,8/13/13,,,,
MV8CEZ,1,2,189,42,19.04761905,16.66666667,24.8,0,1,0,0,Friday,RIC,0,7/13/13,7/15/13,7/15/13,,,,
4L3Q6J,0,0,191,18,16.66666667,0,71.78,0,1,0,0,Monday,DCX,0,7/13/13,7/13/13,7/13/13,,,,
3BUN2X,1,9,173,34,79.41176471,8.823529412,37.48,0.222222222,1,0,0,Thursday,RIC,0,7/13/13,7/22/13,7/31/13,,,,
Z54GE6,1,19,82,49,12.24489796,12.24489796,31.63,0.044444444,1,0,0,Friday,RIC,0,7/13/13,8/1/13,10/30/13,,,,
BFXKJZ,1,76,115,37,5.405405405,0,53.34,0,1,0,0,Monday,RIC,0,7/13/13,9/27/13,9/27/13,,,,
NL34WM,1,0,191,40,32.5,0,210.08,0,1,0,0,Monday,DCX,0,7/13/13,7/13/13,7/13/13,,,,
X5UPZ3,1,122,68,40,75,7.5,44.54,0,1,0,0,Monday,RIC,0,7/14/13,11/13/13,11/13/13,,,,
QE3ASY,1,28,162,33,36.36363636,6.060606061,40.43,0,1,0,0,Monday,RIC,0,7/14/13,8/11/13,8/11/13,,,,
WPRJDS,1,14,139,42,35.71428571,2.380952381,92.7,0.162162162,1,0,0,Wednesday,DCX,0,7/14/13,7/28/13,9/3/13,,,,
6X2WMH,1,0,190,44,0,0,117.94,0,1,0,0,Monday,CHO,0,7/14/13,7/14/13,7/14/13,,,,
6529UB,1,0,189,44,2.272727273,0,45,0,1,0,0,Monday,DCX,0,7/15/13,7/15/13,7/15/13,,,,
Z7DMMG,0,4,151,1,100,100,37.33,0.09375,1,0,0,Saturday,BWI,0,7/17/13,7/21/13,8/22/13,,,,
62WW4B,0,11,175,2,100,50,31.19,0,1,0,0,Tuesday,DCX,0,7/18/13,7/29/13,7/29/13,,,,
DHTVXH,1,2,164,47,8.510638298,2.127659574,45.01,0.105263158,1,0,0,Thursday,DCX,0,7/19/13,7/21/13,8/9/13,,,,
JUBYTX,1,10,175,45,2.222222222,2.222222222,30.25,0,1,0,0,Wednesday,DCX,0,7/19/13,7/29/13,7/29/13,,,,
LDLKSJ,1,4,104,45,22.22222222,6.666666667,27.53,0.038961039,1,0,0,Monday,DCX,0,7/19/13,7/23/13,10/8/13,,,,
8YKB65,1,12,185,42,38.0952381,0,70.28,0,1,0,0,Monday,DCX,0,7/7/13,7/19/13,7/19/13,,,,
R7KL4V,1,61,123,33,27.27272727,3.03030303,82.78,0,1,0,0,Monday,DCX,0,7/20/13,9/19/13,9/19/13,,,,
R8JD9R,0,15,184,4,50,0,79.65,0,1,0,0,Monday,CHO,0,7/5/13,7/20/13,7/20/13,,,,
SERRAH,1,0,183,43,6.976744186,0,53.52,0,1,0,0,Monday,RIC,0,7/21/13,7/21/13,7/21/13,,,,
D6GNZD,1,1,99,37,70.27027027,21.62162162,41.07,0.024096386,1,0,0,Tuesday,RIC,0,7/21/13,7/22/13,10/13/13,,,,
5RDJLQ,1,13,186,12,0,0,87.64,0,1,0,0,Monday,CHO,0,7/5/13,7/18/13,7/18/13,,,,
2Q7L2B,1,64,118,34,14.70588235,5.882352941,25.82,0,1,0,0,Thursday,CHO,0,7/22/13,9/24/13,9/24/13,,,,
3GEA7R,0,104,111,3,33.33333333,0,50.92,0,1,0,0,Thursday,DCX,0,6/19/13,10/1/13,10/1/13,,,,
GXY9ER,1,104,78,21,95.23809524,4.761904762,53.81,0.047619048,1,0,0,Monday,DCX,0,6/10/13,9/22/13,11/3/13,,,,
8YFDKW,0,29,153,27,7.407407407,3.703703704,45,0,1,0,0,Wednesday,DCX,0,7/22/13,8/20/13,8/20/13,,,,
MZHWLC,1,21,161,44,2.272727273,2.272727273,24.05,0,1,0,0,Tuesday,DCX,0,7/22/13,8/12/13,8/12/13,,,,
PJY2EJ,1,48,134,37,0,0,89.67,0,1,0,0,Monday,RIC,0,7/22/13,9/8/13,9/8/13,,,,
A8UJTP,1,0,181,45,22.22222222,6.666666667,65.34,0,1,0,0,Wednesday,DCX,0,7/23/13,7/23/13,7/23/13,,,,
8P6P4G,1,90,91,39,25.64102564,12.82051282,61.47,0,1,0,0,Wednesday,DCX,0,7/23/13,10/21/13,10/21/13,,,,
FEMSNT,1,31,150,32,28.125,6.25,97.48,0,1,0,0,Wednesday,RIC,0,7/23/13,8/23/13,8/23/13,,,,
PK9C8P,1,6,159,42,33.33333333,0,55.47,0.125,1,0,0,Tuesday,RIC,0,7/23/13,7/29/13,8/14/13,,,,
RJ3DVN,1,6,175,44,11.36363636,2.272727273,47.15,0,1,0,0,Tuesday,DCX,0,7/23/13,7/29/13,7/29/13,,,,
WFTDXQ,1,0,141,36,72.22222222,11.11111111,63.97,0.043478261,1,0,0,Thursday,RIC,0,7/17/13,7/17/13,9/1/13,,,,
G8RLNZ,1,34,146,42,9.523809524,4.761904762,95.68,0,1,0,0,Wednesday,RIC,0,7/24/13,8/27/13,8/27/13,,,,
39ZRES,1,1,161,46,2.173913043,2.173913043,56.74,0.111111111,1,0,0,Friday,DCX,0,7/24/13,7/25/13,8/12/13,,,,
9QVLFE,1,23,157,40,7.5,7.5,35.84,0,1,0,0,Tuesday,CHO,0,7/24/13,8/16/13,8/16/13,,,,
MUXVZB,1,83,97,36,33.33333333,11.11111111,60,0,1,0,0,Wednesday,DCX,0,7/24/13,10/15/13,10/15/13,,,,
TPHW33,1,34,75,49,4.081632653,2.040816327,63.35,0.028571429,1,0,0,Thursday,BWI,0,6/20/13,7/24/13,11/6/13,,,,
BPPLJT,1,1,179,46,2.173913043,0,51.99,0,1,0,0,Saturday,BWI,0,7/24/13,7/25/13,7/25/13,,,,
5XQ89H,1,1,32,40,80,22.5,51.36,0.013605442,1,0,0,Saturday,BWI,0,7/24/13,7/25/13,12/19/13,,,,
95ACVG,1,87,92,41,17.07317073,2.43902439,60.46,0,1,0,0,Wednesday,RIC,0,7/25/13,10/20/13,10/20/13,,,,
PL3QNM,1,133,46,41,58.53658537,4.87804878,29.92,0,1,0,0,Friday,CHO,0,7/25/13,12/5/13,12/5/13,,,,
3U2V8X,1,0,179,40,40,5,50.46,0,1,0,0,Friday,DCX,0,7/25/13,7/25/13,7/25/13,,,,
RMS849,1,5,36,52,9.615384615,1.923076923,23.52,0.123188406,1,1,1,Monday,DCX,0,7/25/13,7/30/13,12/15/13,,,,
7KJGVE,1,29,164,27,7.407407407,0,50.21,0,1,0,0,Saturday,BWI,0,7/11/13,8/9/13,8/9/13,,,,
HNE6UW,1,18,67,45,20,2.222222222,75.6,0.021505376,1,0,0,Thursday,DCX,0,7/26/13,8/13/13,11/14/13,,,,
D45SEB,0,9,169,2,100,50,79.96,0,1,0,0,Tuesday,DCX,0,7/26/13,8/4/13,8/4/13,,,,
3A6JNP,1,11,98,41,19.51219512,4.87804878,76.02,0.038961039,1,0,0,Tuesday,CHO,0,7/18/13,7/29/13,10/14/13,,,,
CKWVL4,1,0,189,45,8.888888889,0,43.96,0,1,0,0,Tuesday,RIC,0,7/15/13,7/15/13,7/15/13,,,,
JNMQ8J,1,170,15,41,26.82926829,9.756097561,64.48,0,1,0,0,Monday,CHO,0,7/19/13,1/5/14,1/5/14,,,,
UA8NJD,1,21,132,43,9.302325581,0,41,0.057142857,1,0,0,Wednesday,DCX,0,7/16/13,8/6/13,9/10/13,,,,
ZLLGWV,0,12,171,27,3.703703704,0,396.64,0.08,1,0,0,Tuesday,CHO,0,6/26/13,7/8/13,8/2/13,,,,
JN89B5,1,103,74,42,33.33333333,4.761904762,139.02,0,1,0,0,Friday,RIC,0,7/27/13,11/7/13,11/7/13,,,,
22JNJ7,1,2,175,45,4.444444444,2.222222222,79.9,0,1,0,0,Tuesday,RIC,0,7/27/13,7/29/13,7/29/13,,,,
M6UREA,1,9,71,50,14,8,182.14,0.041237113,1,0,0,Tuesday,DCX,0,7/27/13,8/5/13,11/10/13,,,,
H99AWW,1,3,46,49,14.28571429,8.163265306,36.96,0.015625,1,0,0,Monday,RIC,0,7/27/13,7/30/13,12/5/13,,,,
KRS6LZ,1,20,148,43,4.651162791,2.325581395,50.46,0.222222222,1,0,0,Monday,RIC,0,7/27/13,8/16/13,8/25/13,,,,
WCPC3M,1,55,122,39,15.38461538,5.128205128,61.8,0,1,0,0,Tuesday,DCX,0,7/27/13,9/20/13,9/20/13,,,,
NTTBLE,1,95,8,52,15.38461538,5.769230769,67.3,0.054054054,1,0,1,Thursday,DCX,0,7/27/13,10/30/13,1/12/14,,,,
YLJ9QX,1,85,92,43,11.62790698,6.976744186,52.97,0,1,0,0,Tuesday,DCX,0,7/27/13,10/20/13,10/20/13,,,,
8MLA3W,1,3,147,46,2.173913043,2.173913043,67.26,0.074074074,1,0,0,Saturday,DCX,0,7/27/13,7/30/13,8/26/13,,,,
3CS7SQ,1,22,98,34,52.94117647,2.941176471,46.93,0.035087719,1,0,0,Monday,DCX,0,7/27/13,8/18/13,10/14/13,,,,
HZFEAH,1,0,177,43,4.651162791,2.325581395,57.6,0,1,0,0,Monday,RIC,0,7/27/13,7/27/13,7/27/13,,,,
XXR8EZ,1,5,172,43,0,0,60,0,1,0,0,Saturday,BWI,0,7/27/13,8/1/13,8/1/13,,,,
ZDUXQT,1,51,125,37,0,0,40.02,0,1,0,0,Wednesday,RIC,0,7/28/13,9/17/13,9/17/13,,,,
99C78T,1,34,142,25,80,12,46.51,0,1,0,0,Tuesday,RIC,0,7/28/13,8/31/13,8/31/13,,,,
4VV35B,0,4,116,12,75,0,184.02,0.107142857,1,0,0,Saturday,BWI,0,7/28/13,8/1/13,9/26/13,,,,
TUW28C,1,21,54,42,21.42857143,9.523809524,105.11,0.04950495,1,0,0,Monday,RIC,0,7/28/13,8/18/13,11/27/13,,,,
LYSVC2,1,0,175,44,0,0,9.99,0,1,0,0,Tuesday,DCX,0,7/29/13,7/29/13,7/29/13,,,,
QUXBDL,1,35,140,40,7.5,2.5,66.99,0,1,0,0,Friday,DCX,0,7/29/13,9/2/13,9/2/13,,,,
AR3K9Z,1,51,109,37,0,0,29.85,0.133333333,1,0,0,Thursday,RIC,0,7/29/13,9/18/13,10/3/13,,,,
9JGLUR,1,0,167,43,20.93023256,4.651162791,94.51,0.25,1,0,0,Wednesday,RIC,0,7/29/13,7/29/13,8/6/13,,,,
JW67BW,1,173,18,44,25,6.818181818,30.46,0.050847458,0,0,0,Thursday,RIC,0,5/15/13,11/4/13,1/2/14,,,,
SQMPPB,1,3,124,47,6.382978723,0,102.87,0.156862745,1,0,0,Thursday,RIC,0,7/26/13,7/29/13,9/18/13,,,,
LJC66Q,1,6,168,43,2.325581395,0,58.81,0,1,0,0,Tuesday,RIC,0,7/30/13,8/5/13,8/5/13,,,,
LVN8DD,1,3,6,37,97.2972973,5.405405405,80.12,0.072727273,1,0,0,Friday,DCX,0,7/30/13,8/2/13,1/14/14,,,,
M4PXM7,1,37,75,42,9.523809524,2.380952381,139.45,0.048387097,1,0,0,Friday,DCX,0,7/30/13,9/5/13,11/6/13,,,,
63XYNF,1,2,172,44,2.272727273,0,66.2,0,1,0,0,Friday,RIC,0,7/30/13,8/1/13,8/1/13,,,,
HPBCLK,1,1,88,46,8.695652174,0,182.74,0.058823529,0,0,0,Friday,RIC,0,7/30/13,7/31/13,10/24/13,,,,
VPMCED,1,0,173,43,0,0,50.01,0,1,0,0,Tuesday,DCX,0,7/31/13,7/31/13,7/31/13,,,,
CKY8CU,1,6,173,42,16.66666667,0,28.51,0,1,0,0,Saturday,DCX,0,7/25/13,7/31/13,7/31/13,,,,
24HDT5,1,0,172,43,4.651162791,0,48.94,2,1,0,0,Thursday,RIC,0,7/31/13,7/31/13,8/1/13,,,,
99MEX4,1,12,172,44,0,0,51.93,0,1,0,0,Friday,RIC,0,7/20/13,8/1/13,8/1/13,,,,
5XHX7V,1,0,172,44,2.272727273,0,13.84,0,1,0,0,Friday,CHO,0,8/1/13,8/1/13,8/1/13,,,,
27EZUM,1,0,172,42,23.80952381,2.380952381,51.64,0,1,0,0,Friday,RIC,0,8/1/13,8/1/13,8/1/13,,,,
Q4CPBY,1,9,163,36,50,2.777777778,32.08,0,1,0,0,Tuesday,CHO,0,8/1/13,8/10/13,8/10/13,,,,
VGL3CY,1,8,148,44,6.818181818,2.272727273,55.92,0.125,1,0,0,Monday,DCX,0,8/1/13,8/9/13,8/25/13,,,,
9BF86M,1,13,8,45,86.66666667,24.44444444,54.33,0.086666667,1,0,0,Monday,CHO,0,8/2/13,8/15/13,1/12/14,,,,
HV2W6B,0,52,119,1,100,100,32.56,0,1,0,0,Tuesday,BWI,0,8/2/13,9/23/13,9/23/13,,,,
N5K2ZF,1,34,137,44,15.90909091,9.090909091,45,0,1,0,0,Saturday,BWI,0,8/2/13,9/5/13,9/5/13,,,,
FZ386X,0,2,169,1,100,0,28.93,0,1,0,0,Tuesday,CHO,0,8/2/13,8/4/13,8/4/13,,,,
EE2TV2,1,17,154,43,2.325581395,2.325581395,65.16,0,1,0,0,Thursday,BWI,0,8/2/13,8/19/13,8/19/13,,,,
7F3ZLE,1,80,91,43,6.976744186,6.976744186,53.05,0,1,0,0,Tuesday,BWI,0,8/2/13,10/21/13,10/21/13,,,,
368WVA,1,0,7,53,9.433962264,3.773584906,193.51,0.018404908,1,0,1,Tuesday,RIC,0,8/3/13,8/3/13,1/13/14,,,,
DJJDXR,1,13,169,41,24.3902439,12.19512195,75.07,0,1,0,0,Saturday,DCX,0,7/22/13,8/4/13,8/4/13,,,,
RZYHEQ,1,1,166,43,6.976744186,0,118.88,0.666666667,1,0,0,Monday,RIC,0,8/3/13,8/4/13,8/7/13,,,,
9JP6MA,0,38,132,7,100,42.85714286,29.06,0,1,0,0,Thursday,CHO,0,8/3/13,9/10/13,9/10/13,,,,
SPBGA2,1,22,133,52,1.923076923,1.923076923,32.65,0.2,1,0,0,Tuesday,DCX,0,8/3/13,8/25/13,9/9/13,,,,
4A75ZX,0,2,152,10,40,10,78.26,0.166666667,1,0,0,Thursday,BWI,0,8/1/13,8/3/13,8/21/13,,,,
LRRTY8,0,28,142,2,100,100,40,0,1,0,0,Friday,DCX,0,8/3/13,8/31/13,8/31/13,,,,
FGA2YV,1,34,136,39,12.82051282,5.128205128,79.83,0,1,0,0,Monday,CHO,0,8/3/13,9/6/13,9/6/13,,,,
9METUB,1,7,163,43,0,0,52.22,0,1,0,0,Wednesday,CHO,0,8/3/13,8/10/13,8/10/13,,,,
ZVPRMP,0,60,110,1,100,100,20.74,0,1,0,0,Monday,DCX,0,8/3/13,10/2/13,10/2/13,,,,
8UBLWS,1,24,137,41,19.51219512,2.43902439,56.66,0.222222222,1,0,0,Wednesday,CHO,0,8/3/13,8/27/13,9/5/13,,,,
TW8ACB,1,27,143,35,17.14285714,2.857142857,83.27,0,1,0,0,Monday,DCX,0,8/3/13,8/30/13,8/30/13,,,,
NJYWB7,1,8,169,41,7.317073171,2.43902439,133.77,0,1,0,0,Monday,DCX,0,7/27/13,8/4/13,8/4/13,,,,
QY48FH,1,0,169,44,2.272727273,0,57.47,0,1,0,0,Monday,DCX,0,8/4/13,8/4/13,8/4/13,,,,
2M8MLZ,1,0,169,42,2.380952381,0,50.83,0,1,0,0,Monday,RIC,0,8/4/13,8/4/13,8/4/13,,,,
AETPSA,1,0,151,42,9.523809524,4.761904762,67.01,0.166666667,1,0,0,Saturday,DCX,0,8/4/13,8/4/13,8/22/13,,,,
T34TJA,1,0,134,41,31.70731707,4.87804878,49.1,0.057142857,1,0,0,Monday,RIC,0,8/4/13,8/4/13,9/8/13,,,,
Q6S95F,0,32,138,5,40,20,76.96,0,1,0,0,Thursday,RIC,0,8/3/13,9/4/13,9/4/13,,,,
P2Y22L,1,12,156,40,12.5,5,29.83,0,1,0,0,Tuesday,DCX,0,8/5/13,8/17/13,8/17/13,,,,
9TXF65,0,6,168,0,0,0,0,0,1,0,0,Wednesday,CHO,0,7/30/13,8/5/13,8/5/13,,,,
ZZUWFZ,1,0,161,41,9.756097561,7.317073171,33.18,0.285714286,1,0,0,Tuesday,RIC,0,8/5/13,8/5/13,8/12/13,,,,
8ESJP3,1,34,123,33,39.39393939,12.12121212,38.54,0.181818182,1,0,0,Tuesday,DCX,0,8/5/13,9/8/13,9/19/13,,,,
ES895P,1,34,89,41,14.63414634,2.43902439,53.31,0.044444444,1,0,0,Monday,RIC,0,8/5/13,9/8/13,10/23/13,,,,
XDS8PR,1,3,165,43,0,0,79.19,0,1,0,0,Friday,DCX,0,8/5/13,8/8/13,8/8/13,,,,
CHD3U7,1,21,146,44,2.272727273,0,70.57,0,1,0,0,Wednesday,RIC,0,8/6/13,8/27/13,8/27/13,,,,
F4VGZ9,1,0,145,44,27.27272727,9.090909091,61.77,0.090909091,1,0,0,Thursday,RIC,0,8/6/13,8/6/13,8/28/13,,,,
LRLKMV,1,82,6,54,53.7037037,33.33333333,39.66,0.215189873,1,1,0,Wednesday,RIC,0,8/6/13,10/27/13,1/14/14,,,,
XMKSHS,1,8,40,49,6.12244898,4.081632653,53.41,0.033613445,1,0,0,Thursday,BWI,0,8/6/13,8/14/13,12/11/13,,,,
CCNB7E,1,161,0,48,39.58333333,2.083333333,15.04,0.333333333,1,0,0,Thursday,BWI,0,8/6/13,1/14/14,1/20/14,,,,
7J4U4Q,0,1,166,1,100,100,52.27,0,1,0,0,Thursday,BWI,0,8/6/13,8/7/13,8/7/13,,,,
K3E9AF,1,35,47,41,53.65853659,9.756097561,25.34,0.023529412,1,0,0,Thursday,BWI,0,8/6/13,9/10/13,12/4/13,,,,
46357Z,1,90,99,34,47.05882353,20.58823529,70.91,0,1,0,0,Monday,RIC,0,7/15/13,10/13/13,10/13/13,,,,
SFBRZ6,1,14,157,40,12.5,5,94.17,0,1,0,0,Tuesday,RIC,0,8/2/13,8/16/13,8/16/13,,,,
4724QT,1,15,151,28,85.71428571,3.571428571,29.55,0,1,0,0,Friday,DCX,0,8/7/13,8/22/13,8/22/13,,,,
7JUPDE,1,10,155,40,20,2.5,29.84,0,1,0,0,Monday,CHO,0,8/8/13,8/18/13,8/18/13,,,,
8KR9QS,1,73,89,40,25,5,75.78,0.666666667,1,0,0,Monday,CHO,0,8/8/13,10/20/13,10/23/13,,,,
SVXGKH,1,0,165,42,2.380952381,0,56.3,0,1,0,0,Friday,RIC,0,8/8/13,8/8/13,8/8/13,,,,
SKQS32,1,0,165,44,6.818181818,0,54.03,0,1,0,0,Saturday,BWI,0,8/8/13,8/8/13,8/8/13,,,,
MUDRDJ,1,0,165,41,2.43902439,2.43902439,70.45,0,1,0,0,Friday,RIC,0,8/8/13,8/8/13,8/8/13,,,,
KSAJYW,1,0,6,50,4,0,107.42,0.06918239,1,0,0,Thursday,RIC,0,8/8/13,8/8/13,1/14/14,,,,
EUAV4K,1,1,164,42,0,0,52.06,0,1,0,0,Monday,RIC,0,8/8/13,8/9/13,8/9/13,,,,
